ID	Fare	Source	Destination	Status	Departure	Arrival	Type	Fee	Experts	Flyer
63801	$758	Mumbai, BOM	Sofia, SOF	Closed	04-Jul-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Irinakholkina
63803	$1,728	Pittsburgh, PIT	Alicante, ALC	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $34	2 Experts	Rlmarti
63809	$1,126	Washington, ALL	Warsaw, WAW	Closed	29-May-13	(multi-city)	Multi-City	Finder's Fee $51	3 Experts	Quadester
63811	$1,518	Indianapolis, IND	Paris, CDG	Closed	17-Jun-13	(one-way)	One-Way	Finder's Fee $138	3 Experts	Surzycks
63816	$1,171	Singapore, SIN	New York, NYC	Closed	18-Aug-13	15-Jan-14	Round-Trip	Finder's Fee $100	4 Experts	Lukemackin
63819	$1,726	New York, NYC	Split, SPU	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Skbajaj02
63823	$3,669	San Francisco, SFO	Denpasar, DPS	Closed	07-Jun-13	(one-way)	One-Way	Finder's Fee $100	3 Experts	Dumbwop
63826	$1,558	Melbourne, ALL	Gothenburg, ALL	Closed	05-Jun-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Chris16
63827	$1,022	San Francisco, SFO	Havana, HAV	Closed	01-Jun-13	(one-way)	One-Way	Finder's Fee $70	3 Experts	Ibexking
63828	$800	Sydney, SYD	Beijing, ALL	Closed	15-Aug-13	24-Aug-13	Round-Trip	Finder's Fee $51	3 Experts	Andy
63829	$1,643	Melbourne, MEL	Munich, MUC	Closed	16-Jul-13	(multi-city)	Multi-City	Finder's Fee $68	8 Experts	Dom70
63830	$912	Christchurch, CHC	Vancouver, YVR	Closed	18-Jun-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Campshkee
63831	$345	Phoenix, PHX	Omaha, OMA	Closed	31-May-13	02-Jun-13	Round-Trip	Finder's Fee $24	4 Experts	Joinsuman
63841	$1,301	Bangkok, BKK	Lisbon, LIS	Closed	24-Aug-13	(multi-city)	Multi-City	Finder's Fee $66	3 Experts	Ryuichi
63843	$487	Melbourne, MEL	Whakatane, WHK	Closed	21-Jul-13	(one-way)	One-Way	Finder's Fee $51	4 Experts	Willie Lewis
63844	$1,693	Melbourne, MEL	London, LHR	Closed	22-Nov-13	29-Nov-13	Round-Trip	Finder's Fee $51	2 Experts	Paul71
63847	$1,276	Paris, ALL	Richmond, RIC	Closed	13-Aug-13	(one-way)	One-Way	Finder's Fee $78	7 Experts	Vmlubin
63849	$840	Chennai, MAA	Atlanta, ATL	Closed	30-Jun-13	(one-way)	One-Way	Finder's Fee $24	4 Experts	Redchilly_cse
63850	$1,758	Los Angeles, LAX	Barcelona, BCN	Closed	03-Jul-13	23-Jul-13	Round-Trip	Finder's Fee $76	4 Experts	Cherylhiltzik
63851	$1,062	Buffalo, BUF	Paris, CDG	Closed	06-Aug-13	(multi-city)	Multi-City	Finder's Fee $88	3 Experts	Sorgina58
63856	$775	Paris, CDG	Beijing, PEK	Closed	29-Jun-13	(one-way)	One-Way	Finder's Fee $102	6 Experts	Arthur Randolph
63860	$4,032	San Francisco, SFO	Istanbul, ALL	Closed	19-Jun-13	(one-way)	One-Way	Finder's Fee $118	7 Experts	Rdtitus
63863	$288	San Francisco, SFO	Tucson, TUS	Closed	07-Jun-13	11-Jun-13	Round-Trip	Finder's Fee $36	3 Experts	Nessup
63865	$1,320	Washington, ALL	London, LON	Closed	15-Jun-13	(one-way)	One-Way	Finder's Fee $52	6 Experts	Lukemccloud
63868	$500	Atlanta, ATL	Vancouver, YVR	Closed	02-Jun-13	02-Jul-13	Round-Trip	Finder's Fee $24	2 Experts	Fredefup10
63873	$132	Berlin, BER	Toulouse/Blagnac, TLS	Closed	07-Jul-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Gdesautels
63876	$1,019	Istanbul, ALL	Cape Town, CPT	Closed	15-Jul-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Kate.mcculley
63886	$1,298	Los Angeles, LAX	Bangkok, BKK	Closed	08-Jan-14	(multi-city)	Multi-City	Finder's Fee $51	5 Experts	Thisiselon
63894	$1,924	Dallas, DFW	Galapagos Islands, Baltra, GPS	Closed	16-Jun-13	(multi-city)	Multi-City	Finder's Fee $34	3 Experts	Jen0612uk
63897	$1,652	New York, NYC	Hondarribia, EAS	Closed	24-Jun-13	(one-way)	One-Way	Finder's Fee $96	4 Experts	Shawnpelsinger
63900	$762	San Francisco, SFO	Philadelphia, PHL	Closed	27-Jun-13	(one-way)	One-Way	Finder's Fee $29	3 Experts	Ericmaze
63901	$684	London, LHR	Orlando, MCO	Closed	20-Jun-13	(multi-city)	Multi-City	Finder's Fee $44	5 Experts	Beat1823
63902	$626	Memphis, MEM	Anchorage, ANC	Closed	16-Jun-13	16-Jun-13	Round-Trip	Finder's Fee $24	2 Experts	India
63904	$290	Phoenix, PHX	Seattle, SEA	Closed	08-Jun-13	(one-way)	One-Way	Finder's Fee $36	5 Experts	Sh3750
63907	$1,568	Bogota, BOG	Melbourne, ALL	Closed	23-Jul-13	27-Aug-13	Round-Trip	Finder's Fee $51	5 Experts	Aidan
63912	$1,505	San Francisco, SFO	Motu Mute, BOB	Closed	14-Dec-13	(multi-city)	Multi-City	Finder's Fee $100	3 Experts	Dweekly
63917	$1,458	Perth, PER	Santa Marta, SMR	Closed	18-Aug-13	(one-way)	One-Way	Finder's Fee $36	1 Expert	Bjnoel
63920	$1,340	Bangkok, BKK	Orlando, MCO	Closed	14-Jul-13	26-Jul-13	Round-Trip	Finder's Fee $34	6 Experts	Nektongp
63924	$1,139	Philadelphia, PHL	London, LON	Closed	31-Jul-13	(multi-city)	Multi-City	Finder's Fee $34	3 Experts	Ariehl
63928	$921	Tallinn, TLL	Kuala Lumpur, KUL	Closed	30-Jun-13	(one-way)	One-Way	Finder's Fee $52	4 Experts	Crist0
63932	$1,242	Dallas, DFW	Ljubljana, LJU	Closed	27-Sep-13	(multi-city)	Multi-City	Finder's Fee $52	4 Experts	Jamespmcdonough
63937	$1,372	Washington, DCA	Tel Aviv, TLV	Closed	29-Jun-13	(one-way)	One-Way	Finder's Fee $51	6 Experts	Tamisantimyer
63939	$194	Minsk, ALL	Sofia, SOF	Closed	07-Jul-13	(one-way)	One-Way	Finder's Fee $44	1 Expert	Irinakholkina
63945	$152	San Francisco, SFO	Las Vegas, LAS	Closed	21-Jun-13	24-Jun-13	Round-Trip	Finder's Fee $36	7 Experts	Goldalexgold
63947	$900	San Francisco, SFO	Frankfurt, FRA	Closed	26-May-13	16-Jun-13	Round-Trip	Finder's Fee $34	7 Experts	Bjoernfc
63953	$2,571	Houston, IAH	Busan, PUS	Closed	27-May-13	(multi-city)	Multi-City	Finder's Fee $81	2 Experts	Khill
63954	$1,905	Salt Lake City, SLC	Rome, FCO	Closed	09-Aug-13	(one-way)	One-Way	Finder's Fee $66	1 Expert	Kbhorvat
63959	$1,139	San Francisco, SFO	Hong Kong, HKG	Closed	29-Jun-13	(one-way)	One-Way	Finder's Fee $34	5 Experts	Josh.leong
63963	$3,891	Sydney, SYD	Tel Aviv, TLV	Closed	08-Jun-13	(one-way)	One-Way	Finder's Fee $74	5 Experts	Danieljarosch
63964	$899	San Francisco, SFO	Copenhagen, CPH	Closed	11-Aug-13	25-Aug-13	Round-Trip	Finder's Fee $34	2 Experts	Phaedon
63969	$934	New York, NYC	Berlin, BER	Closed	13-Sep-13	(multi-city)	Multi-City	Finder's Fee $44	4 Experts	Kelvin_ma23
63973	$1,568	Melbourne, MEL	Las Vegas, LAS	Closed	06-Nov-13	(multi-city)	Multi-City	Finder's Fee $66	3 Experts	Rachelgalperin
63974	$119	Sydney, SYD	New York, NYC	Closed	16-Sep-13	(multi-city)	Multi-City	Finder's Fee $52	4 Experts	Pchidrawi
63975	$2,181	Perth, PER	Kampala, EBB	Closed	07-Oct-13	(multi-city)	Multi-City	Finder's Fee $49	4 Experts	Leonkmauger
63976	$1,466	Melbourne, ALL	Rome, FCO	Closed	24-Jul-13	(one-way)	One-Way	Finder's Fee $51	1 Expert	Valentinalorenze
63978	$310	Detroit, DTW	Los Angeles, LAX	Closed	30-May-13	03-Jun-13	Round-Trip	Finder's Fee $36	4 Experts	PeterSkorupskas
63987	$716	San Francisco, SFO	Belize City, BZE	Closed	21-Dec-13	31-Dec-13	Round-Trip	Finder's Fee $52	4 Experts	Rbalderas
63992	$741	Bangkok, BKK	New York, NYC	Closed	05-Jun-13	(one-way)	One-Way	Finder's Fee $48	6 Experts	Timetotravel
63994	$2,640	Sydney, SYD	New York, JFK	Closed	05-Dec-13	(multi-city)	Multi-City	Finder's Fee $44	2 Experts	Michellemurphy97
63997	$1,018	Sydney, SYD	Madrid, MAD	Closed	16-Jun-13	(multi-city)	Multi-City	Finder's Fee $24	2 Experts	JessicaEicher
64000	$466	Bogota, BOG	San Jose, SJO	Closed	03-Jul-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Dake2ms
64001	$1,164	Sydney, SYD	Los Angeles, LAX	Closed	29-Nov-13	28-Jan-14	Round-Trip	Finder's Fee $34	7 Experts	Sclifton387
64004	$451	Kathmandu, KTM	Ulan Bator, ULN	Closed	13-Jun-13	(one-way)	One-Way	Finder's Fee $36	3 Experts	Pziemnik
64008	$1,058	Brussels, ALL	New York, NYC	Closed	15-Jul-13	(multi-city)	Multi-City	Finder's Fee $51	4 Experts	Pepijnkennis
64009	$4,242	Melbourne, MEL	Cusco, CUZ	Closed	04-Jan-14	(multi-city)	Multi-City	Finder's Fee $112	2 Experts	Kerryannoconnor
64011	$629	Hartford, BDL	Reno, RNO	Closed	13-Jul-13	18-Jul-13	Round-Trip	Finder's Fee $36	6 Experts	Bgm54
64012	$1,625	New York, NYC	Tel Aviv, ALL	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $44	1 Expert	Bmargolis14
64022	$4,512	London, LHR	Denpasar, DPS	Closed	15-Nov-13	(multi-city)	Multi-City	Finder's Fee $76	3 Experts	Omonra21
64025	$1,929	Toronto, YYZ	Malé, MLE	Closed	06-Jan-14	21-Jan-14	Round-Trip	Finder's Fee $160	4 Experts	Habashi
64030	$1,387	New York, NYC	Tokyo, NRT	Closed	15-Jul-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Mightyseven
64034	$696	Boston, BOS	Munich, MUC	Closed	20-Jun-13	(one-way)	One-Way	Finder's Fee $52	8 Experts	Sripke
64055	$1,528	Melbourne, MEL	Las Vegas, LAS	Closed	06-Nov-13	(multi-city)	Multi-City	Finder's Fee $66	3 Experts	Rachelgalperin
64056	$643	Toronto, YYZ	Rome, FCO	Closed	02-Sep-13	(multi-city)	Multi-City	Finder's Fee $68	1 Expert	Scottwalkinshaw
64064	$260	Hong Kong, HKG	Kuala Lumpur, KUL	Closed	25-Jul-13	(one-way)	One-Way	Finder's Fee $52	4 Experts	Byondthsea
64065	$1,229	Sydney, SYD	San Francisco, SFO	Closed	29-Jun-13	30-Sep-13	Round-Trip	Finder's Fee $68	6 Experts	Grv.campbell
64066	$1,340	Toronto, ALL	Bangkok, BKK	Closed	09-Feb-14	16-Apr-14	Round-Trip	Finder's Fee $52	6 Experts	Alannastraus
64067	$687	Toronto, YYZ	Lisbon, LIS	Closed	11-Jun-13	(one-way)	One-Way	Finder's Fee $52	9 Experts	Nprodanovic
64070	$389	Auckland, AKL	Rockhampton, ROK	Closed	08-Aug-13	12-Aug-13	Round-Trip	Finder's Fee $52	5 Experts	Genevieve.donohu
64074	$919	Amman, ALL	Istanbul, ALL	Closed	16-Jul-13	(multi-city)	Multi-City	Finder's Fee $51	4 Experts	Hmperry10
64080	$1,912	Sydney, SYD	London, LGW	Closed	23-Sep-13	(multi-city)	Multi-City	Finder's Fee $64	6 Experts	Browneamanda
64082	$2,362	Sydney, SYD	Buenos Aires, ALL	Closed	01-Jan-14	31-Jan-14	Round-Trip	Finder's Fee $34	5 Experts	Mthompson
64093	$2,082	Sydney, SYD	Tel Aviv, ALL	Closed	02-Jul-13	(multi-city)	Multi-City	Finder's Fee $66	3 Experts	Doron
64095	$1,633	Charleston, CHS	Sydney, SYD	Closed	26-Oct-13	21-Dec-13	Round-Trip	Finder's Fee $51	5 Experts	Evanw
64105	$931	Dallas, DFW	Punta Cana, PUJ	Closed	27-Jun-13	04-Jul-13	Round-Trip	Finder's Fee $52	6 Experts	Cooper.thornhill
64106	$443	Toronto, ALL	St Louis, STL	Closed	18-Sep-13	21-Sep-13	Round-Trip	Finder's Fee $34	6 Experts	Nwjsmith
64111	$740	London, LON	Montréal, ALL	Closed	05-Jul-13	07-Jul-13	Round-Trip	Finder's Fee $34	3 Experts	Eccirella
64113	$1,316	San Francisco, SFO	Madrid, MAD	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $51	5 Experts	Justincox22
64114	$388	Singapore, SIN	Shanghai, PVG	Closed	30-May-13	31-May-13	Round-Trip	Finder's Fee $74	9 Experts	Bsylee
64123	$1,109	San Francisco, SFO	Dublin, DUB	Closed	19-Jul-13	(one-way)	One-Way	Finder's Fee $51	5 Experts	Erikahelstrom
64126	$958	Toronto, YYZ	Beijing, PEK	Closed	29-Aug-13	23-Sep-13	Round-Trip	Finder's Fee $34	6 Experts	Tsu1028
64127	$1,157	Los Angeles, LAX	Khabarovsk, KHV	Closed	01-Aug-13	(multi-city)	Multi-City	Finder's Fee $104	2 Experts	Sarahtruesdell
64128	$953	LHR or Manchester/leeds	Washington, ALL	Closed	26-Jun-13	(one-way)	One-Way	Finder's Fee $70	7 Experts	Cheeseandmarmite
64129	$1,384	New York, NYC	Sydney, SYD	Closed	16-Dec-13	06-Jan-14	Round-Trip	Finder's Fee $34	3 Experts	Josh42
64134	$467	San Francisco, SFO	Madison, MSN	Closed	29-Jun-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Haroldherbert
64136	$1,727	San Francisco, SFO	Krabi, KBV	Closed	22-Dec-13	(multi-city)	Multi-City	Finder's Fee $98	6 Experts	Sash
64146	$904	Chiang Mai, CNX	St Thomas Island, STT	Closed	19-Nov-13	(one-way)	One-Way	Finder's Fee $36	5 Experts	Scottbgraham
64149	$1,110	San Francisco, SFO	Paris, ALL	Closed	13-Sep-13	(multi-city)	Multi-City	Finder's Fee $52	5 Experts	Arnautibau
64154	$379	Midland, MAF	Memphis, MEM	Closed	27-Jun-13	01-Jul-13	Round-Trip	Finder's Fee $48	7 Experts	Chadking9
64160	$1,086	Manchester, MAN	Quebec, YQB	Closed	26-Jul-13	(one-way)	One-Way	Finder's Fee $51	4 Experts	Philwatkinson
64161	$923	Potomac, Maryland	Taipei, ALL	Closed	12-Jun-13	(one-way)	One-Way	Finder's Fee $48	4 Experts	Shu Shi
64163	$775	Chicago, ORD	Paris, ALL	Closed	31-Aug-13	07-Sep-13	Round-Trip	Finder's Fee $52	4 Experts	Imonte
64164	$2,285	Toronto, ALL	Kigali, KGL	Closed	28-Jul-13	(multi-city)	Multi-City	Finder's Fee $54	3 Experts	Jaxson
64172	$2,167	Jakarta, ALL	Los Angeles, LAX	Closed	11-Jun-13	(one-way)	One-Way	Finder's Fee $78	3 Experts	Kenshaw
64180	$995	Santiago, SCL	Mexico City, MEX	Closed	08-Aug-13	(one-way)	One-Way	Finder's Fee $44	5 Experts	Rjchugh
64187	$776	Melbourne, ALL	Hanoi, HAN	Closed	14-Jul-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Hello3192
64189	$4,272	Toronto, ALL	Hong Kong, HKG	Closed	31-May-13	(multi-city)	Multi-City	Finder's Fee $98	5 Experts	Sodwyer
64190	$792	London, LGW	Jacksonville, JAX	Closed	14-Aug-13	11-Sep-13	Round-Trip	Finder's Fee $51	3 Experts	Erickow
64196	$736	New Delhi, DEL	Toronto, YYZ	Closed	15-Jun-13	(one-way)	One-Way	Finder's Fee $24	4 Experts	Pranay
64197	$1,164	Melbourne, ALL	London, LON	Closed	10-Aug-13	(multi-city)	Multi-City	Finder's Fee $34	4 Experts	Lucik94
64198	$532	Perth, PER	Amman, ALL	Closed	20-Jul-13	(one-way)	One-Way	Finder's Fee $36	3 Experts	Danielgutteridge
64201	$786	Amsterdam, AMS	Willemstad Curacao, CUR	Closed	07-Sep-13	23-Sep-13	Round-Trip	Finder's Fee $68	3 Experts	Milo
64203	$1,060	Barcelona, BCN	Philadelphia, PHL	Closed	16-Jul-13	(one-way)	One-Way	Finder's Fee $34	10 Experts	Frederick.michel
64208	$1,570	New York, NYC	London, LON	Closed	27-Jul-13	(one-way)	One-Way	Finder's Fee $108	4 Experts	Akkerman.mike
64217	$997	Minneapolis, MSP	Tashkent, TAS	Closed	25-Jun-13	01-Aug-13	Round-Trip	Finder's Fee $34	5 Experts	Bengebretson
64220	$326	Grand Rapids, GRR	Seattle, ALL	Closed	05-Jul-13	(one-way)	One-Way	Finder's Fee $40	3 Experts	Timwitt23
64222	$1,393	Houston, ALL	Mendoza, MDZ	Closed	31-May-13	16-Aug-13	Round-Trip	Finder's Fee $70	5 Experts	Josephroberts101
64229	$545	Chicago, ALL	Kauai, LIH	Closed	19-Dec-13	(one-way)	One-Way	Finder's Fee $19	9 Experts	3bryant962kristn
64231	$416	Raleigh, RDU	San Francisco, SFO	Closed	10-Jun-13	(one-way)	One-Way	Finder's Fee $24	2 Experts	Joelfrancis
64234	$1,278	Brussels, BRU	Rio De Janeiro, GIG	Closed	01-Jul-13	(one-way)	One-Way	Finder's Fee $68	6 Experts	Porcu Roberto
64237	$1,428	Washington, IAD	Addis Ababa, ADD	Closed	06-Jul-13	(one-way)	One-Way	Finder's Fee $34	1 Expert	Messay
64238	$1,675	Phoenix, PHX	Split, SPU	Closed	06-Jul-13	(one-way)	One-Way	Finder's Fee $51	5 Experts	Quinn
64245	$603	Los Angeles, LAX	Medellín, MDE	Closed	19-Jun-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Affiliate911
64257	$1,334	Seattle, ALL	Lisbon, LIS	Closed	02-Aug-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Kgluk
64261	$694	Sofia, SOF	New York, NYC	Closed	31-Aug-13	14-Sep-13	Round-Trip	Finder's Fee $34	7 Experts	Rossen
64269	$1,921	Sydney, SYD	Dallas, ALL	Closed	22-Jun-13	(one-way)	One-Way	Finder's Fee $52	6 Experts	Evaluna76
64270	$1,587	Los Angeles, LAX	Dakar, DKR	Closed	24-Aug-13	(multi-city)	Multi-City	Finder's Fee $66	7 Experts	Andrewthechen
64278	$253	Boston, BOS	Charleston, CHS	Closed	03-Jul-13	(one-way)	One-Way	Finder's Fee $36	4 Experts	Trailblazer6453
64280	$2,717	Sapporo, CTS	Lima, LIM	Closed	01-Aug-13	15-Aug-13	Round-Trip	Finder's Fee $34	3 Experts	Elizabethtasker
64287	$1,030	New York, NYC	Athens, ATH	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $66	5 Experts	Ptan1
64288	$2,669	Chicago, ORD	Hyderabad, HYD	Closed	11-Dec-13	04-Jan-14	Round-Trip	Finder's Fee $100	4 Experts	Mdt212
64290	$498	Harrisburg, MDT	Seattle, SEA	Closed	01-Aug-13	(one-way)	One-Way	Finder's Fee $34	4 Experts	Robertlobrien
64292	$1,479	Boston, BOS	Vienna, VIE	Closed	14-Jun-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Stephaniejakus
64293	$1,350	Amsterdam, AMS	Nairobi, NBO	Closed	14-Jun-13	(one-way)	One-Way	Finder's Fee $59	3 Experts	Williamevargas
64298	$1,362	Washington, DCA	Amsterdam, AMS	Closed	25-Jun-13	(multi-city)	Multi-City	Finder's Fee $66	2 Experts	Alisishaq
64300	$1,418	San Francisco, SFO	Berlin, BER	Closed	01-Aug-13	(one-way)	One-Way	Finder's Fee $51	2 Experts	Iareloser
64301	$543	Valencia, VLC	Odessa, ODS	Closed	07-Aug-13	14-Aug-13	Round-Trip	Finder's Fee $34	4 Experts	Anishpatel1982
64319	$802	Beijing, PEK	Los Angeles, LAX	Closed	14-Jul-13	(one-way)	One-Way	Finder's Fee $24	1 Expert	Zirc403
64321	$307	Chicago, ALL	Phoenix, PHX	Closed	09-Jun-13	(one-way)	One-Way	Finder's Fee $36	2 Experts	Ray.richland
64323	$1,589	New York, NYC	San José del Cabo, SJD	Closed	03-Dec-13	(multi-city)	Multi-City	Finder's Fee $76	5 Experts	Rosariocirco
64325	$1,563	New York, NYC	São Paulo, SAO	Closed	01-Aug-13	(one-way)	One-Way	Finder's Fee $49	4 Experts	Carmenmorcos
64328	$473	NYC, PHL	FCO, FLR	Closed	16-Jun-13	(one-way)	One-Way	Finder's Fee $51	7 Experts	Cmdiss
64329	$516	New York, JFK	Reykjavík, ALL	Closed	03-Aug-13	(one-way)	One-Way	Finder's Fee $54	4 Experts	Atestu
64331	$830	Detroit, DTW	London, LON	Closed	08-Oct-13	(multi-city)	Multi-City	Finder's Fee $52	5 Experts	Meganglinski
64343	$820	SJC, SFO, OAK	Beef Island, EIS	Closed	19-Jul-13	28-Jul-13	Round-Trip	Finder's Fee $52	8 Experts	Bbiba
64346	$1,249	Miami, MIA	Venice, VCE	Closed	08-Jun-13	15-Jun-13	Round-Trip	Finder's Fee $51	6 Experts	Marco Britt
64348	$1,132	Berlin, BER	San Francisco, SFO	Closed	27-Jun-13	(one-way)	One-Way	Finder's Fee $51	4 Experts	Tristanwegner
64350	$1,569	Minneapolis, MSP	Mumbai, BOM	Closed	16-Jul-13	05-Aug-13	Round-Trip	Finder's Fee $52	7 Experts	Robmehta
64351	$4,034	San Francisco, SFO	Santiago, SCL	Closed	15-Jan-14	(multi-city)	Multi-City	Finder's Fee $120	2 Experts	Laurenknochelman
64352	$721	Ljubljana, LJU	New York, NYC	Closed	04-Sep-13	11-Sep-13	Round-Trip	Finder's Fee $52	2 Experts	Severgrega
64355	$1,675	Singapore, SIN	Halifax, YHZ	Closed	20-Dec-13	(multi-city)	Multi-City	Finder's Fee $66	4 Experts	Dzhang90
64366	$1,210	Shanghai, PVG	Vancouver, YVR	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $52	3 Experts	Helloflora
64373	$485	San Diego, SAN	Honolulu Oahu, HNL	Closed	20-Sep-13	28-Sep-13	Round-Trip	Finder's Fee $36	2 Experts	Nicolekandacesch
64381	$1,455	Johannesburg, ALL	London, LON	Closed	26-Jun-13	(multi-city)	Multi-City	Finder's Fee $54	6 Experts	Us33
64386	$809	Melbourne, ALL	Paris, ALL	Closed	20-Jun-13	(one-way)	One-Way	Finder's Fee $36	5 Experts	Lcheraud
64392	$480	San Francisco, SFO	Washington, ALL	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $36	6 Experts	Aolivera
64393	$1,762	Phoenix, PHX	Split, SPU	Closed	03-Jul-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Dz
64398	$1,646	Boston, BOS	Zurich, ZRH	Closed	09-Aug-13	(multi-city)	Multi-City	Finder's Fee $44	5 Experts	Amyrgoodman
64402	$1,405	Las Vegas, LAS	Seoul, ICN	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $51	5 Experts	Brisilva85
64403	$307	Dallas, ALL	Chicago, ALL	Closed	14-Jun-13	16-Jun-13	Round-Trip	Finder's Fee $36	5 Experts	Averagejoe7300
64407	$1,790	Brisbane, BNE	London, LON	Closed	19-Dec-13	20-Jan-14	Round-Trip	Finder's Fee $80	10 Experts	Radsoames
64410	$1,600	Sydney, SYD	Split, SPU	Closed	10-Sep-13	(multi-city)	Multi-City	Finder's Fee $51	2 Experts	Baz.chambak
64413	$1,197	New York, NYC	Istanbul, ALL	Closed	18-Jun-13	(multi-city)	Multi-City	Finder's Fee $34	2 Experts	Dogancanbaz
64414	$912	Vientiane, VTE	Brisbane, BNE	Closed	06-Oct-13	17-Oct-13	Round-Trip	Finder's Fee $51	5 Experts	Annadicker
64417	$1,198	Mexico City, MEX	Madrid, MAD	Closed	26-Jun-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Lrescobar
64418	$813	Mexico City, MEX	Lima, LIM	Closed	23-Jul-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Fpschmidt
64422	$6,067	Sydney, SYD	Zurich, ZRH	Closed	15-Jun-13	07-Jul-13	Round-Trip	Finder's Fee $50	4 Experts	Peter keene
64423	$1,596	Melbourne, MEL	Barcelona, BCN	Closed	07-Sep-13	29-Sep-13	Round-Trip	Finder's Fee $51	7 Experts	Karenlamb
64426	$2,627	Amsterdam, AMS	Singapore, SIN	Closed	10-Jun-13	(multi-city)	Multi-City	Finder's Fee $89	6 Experts	Fred16
64429	$710	Adelaide, ADL	Phuket, HKT	Closed	29-Sep-13	(multi-city)	Multi-City	Finder's Fee $60	4 Experts	C0utta
64430	$471	London, LHR	Kigali, KGL	Closed	30-Jun-13	31-Aug-13	Round-Trip	Finder's Fee $34	3 Experts	Saraleedom
64432	$66	Frankfurt, FRA	Rome, FCO	Closed	15-Jun-13	(one-way)	One-Way	Finder's Fee $34	8 Experts	Austinrspence
64434	$153	Melbourne, MEL	Brisbane, BNE	Closed	08-Jul-13	(one-way)	One-Way	Finder's Fee $36	2 Experts	Grovemill
64437	$1,173	Brisbane, BNE	Los Angeles, LAX	Closed	14-Jun-13	(multi-city)	Multi-City	Finder's Fee $44	4 Experts	Nvrau
64439	$1,939	Canberra, CBR	New York, NYC	Closed	10-Jul-13	21-Jul-13	Round-Trip	Finder's Fee $52	1 Expert	Evandorrian
64443	$1,363	Denpasar, DPS	San Jose, SJO	Closed	29-Jul-13	(one-way)	One-Way	Finder's Fee $24	3 Experts	Madeleine.boud
64448	$2,495	Sydney, SYD	Buenos Aires, ALL	Closed	14-Dec-13	06-Jan-14	Round-Trip	Finder's Fee $52	4 Experts	Kevinlippy
64450	$1,619	Brisbane, BNE	Rome, FCO	Closed	04-Sep-13	(multi-city)	Multi-City	Finder's Fee $52	3 Experts	Domesticsecurity
64455	$852	Melbourne, ALL	Kalibo, KLO	Closed	09-Jun-13	(one-way)	One-Way	Finder's Fee $34	5 Experts	Thebestfrenchie
64461	$1,224	Melbourne, MEL	Las Vegas, LAS	Closed	30-Jul-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	FF_User56
64462	$1,399	Stockholm, ARN	SFO or NYC	Closed	08-Jul-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Helena.ohm
64465	$406	Boston, BOS	Las Vegas, LAS	Closed	18-Jun-13	28-Jun-13	Round-Trip	Finder's Fee $51	5 Experts	JohnL
64469	$575	Los Angeles, LAX	Seattle, ALL	Closed	25-Jul-13	(one-way)	One-Way	Finder's Fee $40	4 Experts	Nick23
64471	$799	Seoul, ALL	Beijing, ALL	Closed	25-Jul-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Zpcluley
64474	$308	Washington, DCA	New Orleans, MSY	Closed	12-Jul-13	21-Jul-13	Round-Trip	Finder's Fee $36	5 Experts	Weronikamansfiel
64475	$1,219	Ulan Bator, ULN	Almaty, ALA	Closed	08-Aug-13	(one-way)	One-Way	Finder's Fee $51	3 Experts	Pziemnik
64485	$1,123	Vienna, VIE	San Francisco, SFO	Closed	15-Jul-13	10-Sep-13	Round-Trip	Finder's Fee $51	6 Experts	Daniel3
64492	$1,387	Kelowna, YLW	Vancouver, YVR	Closed	09-Jul-13	(one-way)	One-Way	Finder's Fee $59	5 Experts	Francisco C
64497	$312	New York, NYC	Chicago, ALL	Closed	21-Jun-13	(one-way)	One-Way	Finder's Fee $36	1 Expert	Christophermjenn
64502	$371	Philadelphia, PHL	Santo Domingo, SDQ	Closed	14-Aug-13	(one-way)	One-Way	Finder's Fee $34	5 Experts	Malvareze15
