ID	Fare	Source	Destination	Status	Departure	Arrival	Type	Fee	Experts	Flyer
736	$1,545	Sydney, SYD	London, LON	Closed	26-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Pmullins19
741	$1,819	Perth, PER	New York, JFK	Closed	06-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Ehowson
757	$552	Atlanta, ATL	Montréal, ALL	Closed	04-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Uzma83
781	$499	San Jose, SJC	Salt Lake City, SLC	Closed	01-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Brendang
785	$230	Richmond, RIC	Jacksonville, JAX	Closed	19-Feb-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Greenhalgh_sd
804	$311	Milwaukee, MKE	Santa Ana, SNA	Closed	06-Nov-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Annplusjoe
821	$3,989	San Diego, SAN	Stockholm, ARN	Closed	25-Feb-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Santosh.limaye
867	$1,014	Pittsburgh, PIT	Amsterdam, AMS	Closed	24-Jun-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Maxtheman36
892	$658	New York, NYC	Amsterdam, AMS	Closed	22-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Keithbaren
917	$336	Jacksonville, JAX	Chicago, ORD	Closed	16-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Mhilton159
934	$4,013	Boston, BOS	Zurich, ZRH	Closed	25-Feb-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Hskali
939	$309	Burlington, BTV	Jacksonville, JAX	Closed	14-Apr-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Brice.mcintosh
947	$93	Dallas, DFW	Las Vegas, LAS	Closed	15-Feb-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Tommynsong
954	$1,121	St. John&#039;s, YYT	Athens, ATH	Closed	26-Sep-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Cjw86
958	$2,003	Tokoname Nagoya, NGO	Columbus, CMH	Closed	19-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Trvrqnr
961	$311	Frankfurt, FRA	Faro, FAO	Closed	13-Oct-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Flyghts.20.Hopla
962	$210	New York, LGA	West Palm Beach, PBI	Closed	06-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Patbits
983	$697	San Francisco, SFO	London, LHR	Closed	01-Apr-12	14-Apr-12	Round-Trip	Finder's Fee $29	4 Experts	Findmitch
1006	$1,407	San Francisco, SFO	Karachi, KHI	Closed	18-May-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Zay
1018	$218	San Diego, SAN	Portland, PDX	Closed	04-Jul-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Greenpizza13
1027	$689	Chicago, ORD	London, LON	Closed	21-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	N.ballarini
1035	$339	New York, NYC	Orlando, ALL	Closed	21-Dec-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Adamm
1042	$948	San Francisco, SFO	Jakarta, CGK	Closed	12-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Albertlucius
1070	$672	Edmonton, YEG	Burlington, BTV	Closed	26-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Tandrew.sheehy
1072	$222	Washington, IAD	Nantucket, ACK	Closed	24-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mfaucette
1075	$810	Raleigh, RDU	Athens, ATH	Closed	15-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Vtagliatela
1080	$857	Philadelphia, PHL	Paris, ALL	Closed	31-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Aamb37
1083	$727	London, LON	New York, NYC	Closed	01-Sep-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Howard.philip
1092	$287	Dallas, DFW	New York, NYC	Closed	30-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Mleosu
1113	$4,182	Miami, MIA	Beijing, PEK	Closed	04-Jun-12	24-Aug-12	Round-Trip	Finder's Fee $29	3 Experts	Gpengfu
1117	$268	Austin, AUS	Los Angeles, LAX	Closed	15-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Evan
1124	$602	Edinburgh, EDI	New York, NYC	Closed	02-Jul-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Neil
1165	$359	Denver, DEN	Orlando, MCO	Closed	25-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Kellys.97
1197	$265	Phoenix, PHX	Fort Lauderdale, FLL	Closed	02-Apr-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Isaac0729
1210	$1,070	Madison, MSN	Madrid, MAD	Closed	03-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Pfaye
1214	$752	Los Angeles, LAX	London, LON	Closed	13-May-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Ebonyadams01
1239	$265	Miami, MIA	New York, JFK	Closed	05-Apr-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Relaxwitteme
1246	$970	Houston, IAH	Brussels, ALL	Closed	25-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Martin.ers
1255	$620	Charlotte, CLT	Belize City, BZE	Closed	05-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Jstnl33
1295	$1,190	São Paulo, GRU	Barcelona, BCN	Closed	04-Jul-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Anlevy
1335	$1,126	Changsha, CSX	San Francisco, SFO	Closed	07-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Joh98032
1349	$640	Washington, ALL	Spokane, GEG	Closed	16-Feb-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Sims.jason
1352	$558	San Francisco, SFO	Toronto, YYZ	Closed	21-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Patrichiehle
1353	$1,354	Denver, DEN	Paris, ALL	Closed	08-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Steve
1370	$1,154	São Paulo, GRU	Miami, MIA	Closed	01-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Felipe.coury
1372	$916	Budapest, BUD	Washington, ALL	Closed	09-Aug-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Pbedocs
1374	$617	Amsterdam, AMS	Johannesburg, ALL	Closed	23-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Jesse
1382	$1,417	Fort Lauderdale, FLL	Hong Kong, HKG	Closed	29-Jun-12	(one-way)	One-Way	Finder's Fee $39	4 Experts	Terrybraga_2000
1392	$229	Allentown, ABE	Raleigh, RDU	Closed	23-Feb-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	David
1417	$931	Chicago, ORD	Florence (Firenze), FLR	Closed	23-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Gmf
1471	$345	Seattle, ALL	Dayton, DAY	Closed	02-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Peter.james.schm
1481	$413	Washington, IAD	Warsaw, WAW	Closed	21-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Pwelz0
1495	$304	Cedar Rapids, CID	Pittsburgh, PIT	Closed	29-Mar-12	31-Mar-12	Round-Trip	Finder's Fee $29	3 Experts	Stairwaytoevan
1497	$1,589	Los Angeles, LAX	Williamtown, NTL	Closed	30-Sep-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Nickradfordphoto
1516	$818	Boston, BOS	Kauai, LIH	Closed	23-Sep-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Greg.calderiso
1529	$1,077	Vancouver, YVR	Singapore, SIN	Closed	01-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Albert.myong
1530	$1,944	Okinawa, OKA	Halifax, YHZ	Closed	06-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Codfather
1539	$819	Miami, MIA	Milan, ALL	Closed	16-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Gnuxyz-or
1548	$1,071	Vancouver, YVR	Bangkok, BKK	Closed	23-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Dustin.thomson
1554	$904	Pittsburgh, PIT	Stuttgart, STR	Closed	10-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Ash1welch
1561	$748	Portland, PDX	Copenhagen, CPH	Closed	18-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	HeyDanWheeler
1583	$1,713	Seoul, ALL	Kuala Lumpur, KUL	Closed	05-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Trevorharwood
1593	$658	Seattle, SEA	Helsinki, HEL	Closed	09-May-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Bean
1612	$687	Brussels, ALL	Sana&#039;a, SAH	Closed	30-Mar-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Timzim
1636	$564	Stockholm, ALL	New York, NYC	Closed	07-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Robb.zinn
1637	$854	Glasgow, ALL	Miami, MIA	Closed	25-Oct-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Alan.hipson
1653	$298	Chicago, ORD	Toronto, YYZ	Closed	27-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Admin13
1663	$886	Bristol, BRS	Tocumen, PTY	Closed	17-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Pascal.benedicte
1665	$378	Amsterdam, AMS	Kokkola, KOK	Closed	13-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Nktakumi
1680	$1,215	Alicante, ALC	Chicago, ALL	Closed	03-Jul-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Tfranci
1692	$636	Rome, FCO	New York, NYC	Closed	24-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Alberthetheringt
1700	$863	New York, NYC	Manila, MNL	Closed	18-May-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Bluepaperback
1702	$1,394	Bergen, BGO	Denver, DEN	Closed	24-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Erics84
1728	$948	Chicago, ORD	London, LHR	Closed	25-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Negraham001
1729	$787	Atlanta, ATL	Berlin, BER	Closed	02-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Johanna.asmuss
1730	$272	West Palm Beach, PBI	Charleston, CRW	Closed	11-Oct-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Jayflanzbaum
1753	$308	New York, NYC	Austin, AUS	Closed	09-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Ryan.armbrust
1758	$288	New York, NYC	San Juan, ALL	Closed	16-Nov-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	A_birukov
1761	$588	Amsterdam, AMS	New York, NYC	Closed	02-Jul-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Wzx7410
1763	$293	Detroit, DTW	Las Vegas, LAS	Closed	10-Mar-12	13-Mar-12	Round-Trip	Finder's Fee $29	3 Experts	Ttrypho
1781	$1,378	New Delhi, DEL	Edmonton, YEG	Closed	23-Feb-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Harvirrao
1793	$1,224	Syracuse, SYR	Singapore, SIN	Closed	08-Mar-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Aidan.bryant
1803	$674	Washington, ALL	Vienna, VIE	Closed	03-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	M.cledwyn.jones
1804	$1,073	Atlanta, ATL	Rome, FCO	Closed	13-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Sclaughlin54
1808	$745	Washington, ALL	Frankfurt, FRA	Closed	27-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Kristine.teets
1814	$399	Los Angeles, LAX	Honolulu Oahu, HNL	Closed	02-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Scrush
1817	$983	Tirana, TIA	Istanbul, IST	Closed	18-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Expat93
1840	$729	Boston, BOS	Paris, CDG	Closed	11-May-12	(one-way)	One-Way	Finder's Fee $29	7 Experts	Raquelschott23
1842	$1,527	Boston, BOS	Sydney, SYD	Closed	24-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Julia.walter
1853	$876	Cincinnati, CVG	Milan, ALL	Closed	08-Oct-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Calebl
1855	$1,082	Phoenix, PHX	São Paulo, GRU	Closed	02-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Urbanandrew
1866	$753	Frankfurt, FRA	Seattle, SEA	Closed	04-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Mendii
1875	$464	San Jose, SJC	Joplin, JLN	Closed	06-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Lockedcogs
1885	$1,211	Columbus, CMH	London, LGW	Closed	01-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Jessica.vega
1894	$652	Stavanger, SVG	Oslo, OSL	Closed	19-Feb-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Kobiwan
1909	$308	Detroit, DTW	San Francisco, SFO	Closed	02-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Mikshelton
1914	$755	Charlotte, CLT	London, LHR	Closed	06-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Ksingley23
1932	$1,025	Sydney, SYD	San Francisco, SFO	Closed	06-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Marcus
1935	$919	Tokyo, NRT	New Delhi, DEL	Closed	02-Dec-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Tkhwtb
1945	$1,195	Sydney, SYD	San Francisco, SFO	Closed	03-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Bart_Jellema
1951	$550	Calgary, YYC	Ottawa, YOW	Closed	28-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Jsoonias
1968	$190	Pittsburgh, PIT	Atlanta, ATL	Closed	02-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Javiergonzalez7
1973	$1,513	Sydney, SYD	San Francisco, SFO	Closed	12-Apr-12	(one-way)	One-Way	Finder's Fee $29	1 Expert	Ruth
1977	$1,671	Santiago, SCL	La Paz, LPB	Closed	06-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mzantsi
1980	$326	Shanghai, PVG	Bangkok, BKK	Closed	26-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mbambi
1985	$1,281	Los Angeles, LAX	Málaga, AGP	Closed	19-Feb-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Marcus.glynn
1990	$769	Dublin, DUB	San Antonio, SAT	Closed	20-Feb-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Sjbrophy
1993	$2,665	Sydney, SYD	Chicago, ORD	Closed	09-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Ahulse
2002	$1,663	Dublin, DUB	San Francisco, SFO	Closed	30-Jul-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Stephenf
2011	$558	Dubai, DXB	Manila, MNL	Closed	03-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Ckhouri1
2012	$406	New York, NYC	Las Vegas, LAS	Closed	18-Feb-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Actionvance
2016	$619	Toronto, YYZ	Dallas, ALL	Closed	22-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Evantaerk
2027	$747	Miami, MIA	Milan, ALL	Closed	17-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Gnuxyz-or
2036	$374	Atlanta, ATL	Los Angeles, LAX	Closed	24-Feb-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mdunaway
2041	$330	Boston, BOS	Orlando, MCO	Closed	19-Apr-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Ben96
2054	$551	Boston, BOS	San Juan, ALL	Closed	02-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Richard.pavis
2057	$475	Winnipeg, YWG	San Antonio, SAT	Closed	02-Jul-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	RobB
2067	$299	San Francisco, SFO	Minneapolis, MSP	Closed	06-Apr-12	(one-way)	One-Way	Finder's Fee $29	1 Expert	Aaroneight
2076	$294	Chicago, ORD	Las Vegas, LAS	Closed	25-Mar-12	(one-way)	One-Way	Finder's Fee $29	1 Expert	Mr_hensel
2079	$237	Austin, AUS	Spokane, GEG	Closed	18-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	John.r.laffoon
2086	$798	Washington, ALL	London, LGW	Closed	17-Nov-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Velvethelena
2091	$864	Chicago, ALL	Dresden, DRS	Closed	15-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Ender1387
2133	$332	Washington, IAD	Phoenix, PHX	Closed	28-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Aneet.kumar
2143	$183	Chicago, ALL	Duluth, DLH	Closed	23-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Dmmesser
2147	$133	Omaha, OMA	Chicago, ORD	Closed	16-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Ranjan.shishir
2156	$481	New York, NYC	Orlando, MCO	Closed	22-Feb-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	MMessi37
2157	$353	Salt Lake City, SLC	Orlando, MCO	Closed	29-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Ryan30
2162	$596	Toronto, ALL	Reykjavik, REK	Closed	04-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Spra
2164	$260	Nashville, BNA	Denver, DEN	Closed	24-Feb-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Lspencergottlieb
2166	$1,481	Los Angeles, LAX	Auckland, AKL	Closed	16-Mar-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Ptmoya
2168	$2,461	Sydney, SYD	New York, JFK	Closed	03-Jul-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Ki5971
2172	$739	Prince George, YXS	Orlando, ALL	Closed	03-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Ariangwyn
2174	$2,300	San Francisco, SFO	Tel Aviv, TLV	Closed	12-Aug-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Heskyk
2182	$1,715	San Francisco, SFO	Hong Kong, HKG	Closed	22-Mar-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Danielle.burke
2193	$940	Chengdu, CTU	Paris, ALL	Closed	26-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Paoyeichen
2202	$316	Philadelphia, PHL	Miami, MIA	Closed	18-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Joefiz
2203	$7,482	London, LHR	Tokyo, NRT	Closed	07-May-12	(multi-city)	Multi-City	Finder's Fee $29	4 Experts	XtremeTravel
2206	$600	Montréal, YUL	Buenos Aires, EZE	Closed	06-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Henribaltzer
2213	$618	Tokyo, NRT	Auckland, AKL	Closed	20-Mar-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Kevjdunn
2214	$1,263	New York, NYC	Natal, NAT	Closed	28-Jul-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Davcjohn
2216	$374	Fort Lauderdale, FLL	Midland, MAF	Closed	24-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Bensstuf
2225	$404	Newark, EWR	San Francisco, SFO	Closed	03-Jul-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Riesenberg
2227	$321	Columbus, CMH	Orlando, MCO	Closed	16-Mar-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Gregorybosko
2231	$359	New York, JFK	Las Vegas, LAS	Closed	25-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	124ser
2235	$1,975	Brisbane, BNE	San Francisco, SFO	Closed	29-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Crusader
2236	$855	Boston, BOS	London, LHR	Closed	13-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Katelyn.stevens
2237	$256	New York, NYC	Los Angeles, LAX	Closed	29-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	MarcusLotz
2242	$1,463	Moscow, ALL	Darwin, DRW	Closed	05-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	To62k11
2261	$500	London, LON	Johannesburg, JNB	Closed	30-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Shawnlourens
2262	$173	San Diego, SAN	Denver, DEN	Closed	08-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	ShaggyCougar
2271	$2,178	New York, NYC	Barcelona, BCN	Closed	20-May-12	(one-way)	One-Way	Finder's Fee $29	1 Expert	RobertLunga
2277	$381	Greenville, ALL	Tucson, TUS	Closed	16-Mar-12	(multi-city)	Multi-City	Finder's Fee $29	3 Experts	Roger.conner
2281	$1,936	New York, JFK	Tokyo, NRT	Closed	02-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Hfairstone
2284	$313	El Paso, ELP	Baltimore, BWI	Closed	08-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Eitan
2296	$660	New York, NYC	Paris, ALL	Closed	14-Mar-12	(one-way)	One-Way	Finder's Fee $29	7 Experts	Alexandre.torti
2297	$444	Erie, ERI	Sacramento, SMF	Closed	23-Feb-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Jamesbrennigan
2301	$1,005	Hong Kong, HKG	Vancouver, YVR	Closed	03-Aug-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Josephinchina
2302	$267	New York, LGA	Dallas, DFW	Closed	19-Apr-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Gailkutac
2304	$924	New York, NYC	London, LON	Closed	22-Jun-12	(one-way)	One-Way	Finder's Fee $29	6 Experts	Victorjpaulo
2305	$410	Winnipeg, YWG	Las Vegas, LAS	Closed	19-Apr-12	23-Apr-12	Round-Trip	Finder's Fee $29	5 Experts	Brett.peters16
2311	$1,209	Kansas City, MCI	Rome, FCO	Closed	17-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Linearmantis
2313	$1,026	Seattle, SEA	Cancún, CUN	Closed	06-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mquraish
2314	$747	Chicago, ORD	Toronto, YYZ	Closed	22-Feb-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	William.adjei
2318	$1,004	Guangzhou, CAN	Jakarta, ALL	Closed	30-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Paschke
2321	$1,482	Portland, PDX	St. Petersburg, LED	Closed	23-Jul-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Vadim_taran
2339	$828	Willemstad Curacao, CUR	Amsterdam, AMS	Closed	21-Apr-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Danielcorsen
2352	$824	Istanbul, ALL	Los Angeles, LAX	Closed	23-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Sinan.hisim
2353	$2,652	Melbourne, MEL	Vancouver, YVR	Closed	21-Jun-12	(one-way)	One-Way	Finder's Fee $29	1 Expert	Aavaz
2356	$736	New York, NYC	Barcelona, BCN	Closed	20-May-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	RobertLunga
2357	$305	Houston, ALL	Chicago, ALL	Closed	16-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Swgator13
2374	$375	Newark, EWR	Las Vegas, LAS	Closed	22-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mehulmvora
2376	$983	New York, NYC	Casablanca, CMN	Closed	23-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mpmclaughlin
2385	$453	San Francisco, SFO	Huntsville, HSV	Closed	26-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Susan32
2386	$906	Honolulu Oahu, HNL	Columbus, CMH	Closed	19-Jul-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Dtspenn
2398	$218	Fort Lauderdale, FLL	Providence, PVD	Closed	22-Aug-12	26-Aug-12	Round-Trip	Finder's Fee $29	4 Experts	BriarR
2413	$219	Grand Rapids, GRR	Orlando, ALL	Closed	03-Mar-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Davis.kobie
2417	$932	Buenos Aires, EZE	San Francisco, SFO	Closed	24-Mar-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	E.coffin.karlin
2421	$1,590	Melbourne, MEL	Rome, FCO	Closed	23-Jun-12	(one-way)	One-Way	Finder's Fee $29	6 Experts	Maxy.kai
2435	$1,055	Washington, ALL	Edinburgh, EDI	Closed	06-Jul-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Emilychristine85
2443	$485	Dallas, DFW	Dublin, DUB	Closed	18-Feb-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Brendan90
2447	$220	Copenhagen, CPH	Málaga, AGP	Closed	06-Mar-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Mrbichel
2453	$948	Oslo, OSL	St Thomas Island, STT	Closed	04-Dec-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Villu
2461	$373	Tampa, TPA	San Francisco, SFO	Closed	04-Jul-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Nickcgates
2471	$1,352	Brisbane, BNE	Honolulu Oahu, HNL	Closed	04-Nov-12	(one-way)	One-Way	Finder's Fee $29	1 Expert	Cal.Horbury
2475	$778	Dublin, DUB	Los Angeles, LAX	Closed	11-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Him8704
2480	$2,543	Sydney, SYD	San Francisco, SFO	Closed	02-Apr-12	(multi-city)	Multi-City	Finder's Fee $50	4 Experts	User18
2484	$999	Hong Kong, HKG	Kiev, ALL	Closed	09-Jun-12	(one-way)	One-Way	Finder's Fee $29	5 Experts	Evgeny
2488	$203	Vancouver, YVR	Los Angeles, LAX	Closed	14-Apr-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Netjynx
2489	$1,035	Portland, PDX	Paris, CDG	Closed	07-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	E2robby
2496	$402	Hobbs, NM	Newark, EWR	Closed	16-May-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Detective27
2505	$1,073	Geneva, GVA	Recife, REC	Closed	03-May-12	(one-way)	One-Way	Finder's Fee $29	2 Experts	Fmottier
2516	$1,175	London, LON	Beef Island, EIS	Closed	14-Apr-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	W
2524	$248	Los Angeles, LAX	Denver, DEN	Closed	29-Feb-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Jeff.queen
2525	$1,268	Atlanta, ATL	Paris, ALL	Closed	06-Jun-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Camerontmoseley
2527	$609	Copenhagen, CPH	Tel Aviv, ALL	Closed	04-May-12	(one-way)	One-Way	Finder's Fee $29	4 Experts	Murray.gus
2533	$1,008	Newark, EWR	Edinburgh, EDI	Closed	14-Jun-12	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mgagej
